mol_name,SMILES,dG_bind,dG_bind_err,vacuum_dG_bind,solvent_dG_bind,complex_dG_bind,Glide_score,dummy_atoms
atoms 27 bonds 29_2761,[H]O[C@]1([H])C([H])([H])[C@]([H])(N([H])C(=O)N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3OC([H])([H])[H])c2[H])C1([H])[H],3.70478547855663,0.5946302763620391,158.17510298261283,125.74235587890817,129.4471413574648,-8.99263760906468,26
atoms 24 bonds 25_3526,[H]OC([H])([H])C([H])([H])C(=O)N([H])c1nc([H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C([H])([H])[H])c([H])c2Cl)c1[H],3.7099993745721775,0.4777948311628833,101.4602832537773,83.778274595081,87.48827396965318,-9.4726035316931,19
atoms 23 bonds 24_2965,[H]c1nc(N([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Br)c1[H],3.7120741873187058,0.4131818384693371,87.68349566757132,93.47597312984706,97.18804731716577,-8.19916079083152,16
atoms 24 bonds 26_2956,[H]c1nc(N([H])c2nn(C([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],3.712872350569377,0.6527531797466986,46.47448063162063,43.294436132061165,47.00730848263054,-8.79520354728431,21
atoms 28 bonds 30_7658,[H]OC([H])([H])c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c([H])c(OC([H])([H])[H])c([H])c([H])c3Cl)c2[H])c([H])c(C([H])([H])[H])n1,3.717030980717851,0.9100915930321181,-43.17076449569176,-53.851042269802775,-50.134011289084924,-8.99220965658854,30
atoms 27 bonds 29_2748,[H]O[C@@]([H])(c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)N([H])C3([H])C([H])([H])C3([H])[H])c2[H])c(Cl)c1[H])C([H])([H])[H],3.7516969212446956,0.5910611959366965,8.229398392995982,-18.073673954080085,-14.32197703283539,-8.74628446260985,25
atoms 27 bonds 29_2867,[H]c1nc(N([H])c2nc([H])c([H])c(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(OC([H])([H])[H])c([H])c2Cl)c1[H],3.757246752496428,0.7323799577462193,69.96986404597062,66.02514875561003,69.78239550810646,-8.29048713366475,27
atoms 26 bonds 28_7781,[H]Oc1c([H])c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])c3nc(Cl)nc(C([H])([H])[H])c3[H])c2[H])c1Cl,3.7598832701169584,0.8269262141878265,-53.75927153498896,-70.85127856148327,-67.09139529136631,-8.68472030422389,23
atoms 29 bonds 31_3689,[H]c1nc(N([H])C(=O)C([H])([H])OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c(N([H])C(=O)c2c([H])c(F)c([H])c([H])c2Cl)c1[H],3.761131451735139,0.7596970103263314,132.38472224192694,141.35007440625657,145.1112058579917,-8.93153160680856,26
atoms 25 bonds 27_981,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(Cl)c([H])c2Cl)c1[H],3.7627081894242025,0.6732853934217442,106.77719594823455,103.31815297464516,107.08086116406936,-8.41854510546763,21
atoms 25 bonds 27_183,[H]O[C@]1([H])C([H])([H])[C@@]([H])(C(=O)N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3Br)c2[H])C1([H])[H],3.7637492103428656,0.42099868289058856,129.87666406013687,107.54593688541465,111.30968609575751,-8.86283846397354,10
atoms 26 bonds 28_3335,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2Cl)c1[H],3.766953090759742,0.6618347390343885,124.60015145434004,121.5632285477703,125.33018163853004,-8.46388281465892,25
atoms 25 bonds 27_27,[H]O[C@]1([H])C([H])([H])[C@@]([H])(C(=O)N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3Cl)c2[H])C1([H])[H],3.7832028435035028,0.40597952629429546,128.80298953352835,106.21705827563088,110.00026111913438,-9.07258937042814,10
atoms 28 bonds 30_3233,[H]c1nc(N([H])c2nc([H])c(C(=O)N([H])C([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],3.795180149533312,0.7832633950519431,49.36197900426676,21.793011370991998,25.58819152052531,-8.63930855805341,27
atoms 30 bonds 32_5082,[H]O[C@]1([H])C([H])([H])[C@]([H])(N([H])C(=O)N([H])c2nc([H])c(F)c(N([H])C(=O)c3c(Cl)c([H])c(Cl)c([H])c3Cl)c2[H])C1([H])[H],3.805398544781383,0.6551110847394738,147.25266379265204,122.84077190618545,126.64617045096684,-9.59501928725666,22
atoms 27 bonds 29_3473,[H]c1nc(N([H])c2nc([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])[H])c([H])c2Cl)c1[H],3.8142102743126287,0.7767483835039765,87.7315388116006,64.48540339138978,68.29961366570241,-8.65168440953925,26
atoms 26 bonds 28_3524,[H]OC([H])([H])c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c([H])c([H])c(Cl)c([H])c3Cl)c2[H])c([H])c([H])c1[H],3.8319906774955754,0.8841521492942628,38.66477882257668,35.70844553585229,39.54043621334787,-8.77016881323012,24
atoms 27 bonds 29_846,[H]c1nc(N([H])C(=O)[C@]2([H])C([H])([H])C2(F)F)c([H])c(N([H])C(=O)c2c(Cl)c([H])c(Cl)c([H])c2OC([H])([H])[H])c1[H],3.834998332249187,0.4252107940115279,-6.023568677573784,-3.151331529795062,0.683666802454125,-8.16465153257843,4
atoms 26 bonds 28_2752,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]2([H])C#N)c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],3.838800032199787,0.3494765032060969,6.601877262769618,-4.794384518156695,-0.9555844859569085,-8.98948102369567,5
atoms 30 bonds 32_270,[H]C([H])=C([H])c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)[C@]3([H])C([H])([H])[C@@]3([H])C(=O)N([H])[H])c2[H])c(Cl)c1[H],3.8486568283474014,0.4458935650213546,-42.54531583597136,-79.78754952741208,-75.93889269906468,-8.32627300814785,8
atoms 25 bonds 27_230,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])OC2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])[H])c([H])c2Cl)c1[H],3.853577820641476,0.457541867967657,208.10589926297058,178.1807551383566,182.03433295899808,-9.00121769115197,9
atoms 24 bonds 26_646,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],3.8544708060357777,0.3684395801844116,17.226879536127946,18.481050856053077,22.335521662088855,-8.54458528760244,4
atoms 24 bonds 26_5260,[H]c1nc(N([H])c2onc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(Cl)c([H])c2Cl)c1[H],3.867100803658076,0.9069280279230862,-150.04355061307854,-142.73030271874924,-138.86320191509117,-8.10395245887918,20
atoms 27 bonds 29_2510,[H]c1nc(N([H])c2nc(C(=O)N([H])[H])c([H])c([H])c2[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(Cl)c([H])c2Cl)c1[H],3.8688168144298984,0.9423800779354692,41.92922556741218,25.35291093654274,29.22172775097264,-8.26397924790724,24
atoms 29 bonds 31_7500,[H]c1nc(N([H])c2nc(N([H])C([H])([H])[H])nc(C([H])([H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])[H])c1[H],3.870997623794082,0.8855184496654768,-82.71489685074842,-101.39662178866472,-97.52562416487064,-8.91230212866472,34
atoms 29 bonds 31_7506,[H]O[C@]1([H])C([H])([H])[C@]([H])(N([H])C(=O)N([H])c2nc([H])c(F)c(N([H])C(=O)c3c(Cl)c([H])c(C([H])=C([H])[H])c([H])c3Cl)c2[H])C1([H])[H],3.8732513539137585,0.6718349003075318,177.24932808540245,162.09920491905294,165.9724562729667,-9.81528234141044,26
atoms 28 bonds 30_3033,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]2([H])Cl)c([H])c(N([H])C(=O)c2c([H])c(Cl)c([H])c([H])c2OC([H])([H])[H])c1F,3.897046284655154,0.572755595696719,18.862424482692653,33.32080819793396,37.21785448258911,-9.06668346536149,4
atoms 24 bonds 25_2882,[H]c1nc(N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(OC([H])([H])[H])c([H])c2Cl)c1[H],3.909806365687359,0.4544305328171559,95.55070057294412,91.94711027703012,95.85691664271748,-8.37594849426612,19
atoms 22 bonds 23_664,[H]c1nc(N([H])C(=O)C([H])([H])F)c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],3.913434784388784,0.428591870161854,94.16651634140541,96.56000676038735,100.47344154477614,-8.5350535780356,12
atoms 28 bonds 30_5091,[H]c1nc(N([H])c2nc(C(=O)OC([H])([H])[H])c([H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Br)c1[H],3.9332676199825443,0.7967870656791511,118.46836711976763,104.398557836065,108.33182545604754,-8.31202942567576,26
atoms 24 bonds 25_2574,[H]c1nc(N([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],3.94193650414455,0.5399730985320467,101.65780861157612,107.49448900585328,111.43642550999783,-8.70915870808208,19
atoms 27 bonds 29_5127,[H]OC([H])([H])c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])c3c([H])c([H])c([H])c(=O)n3[H])c2[H])c(Cl)c1[H],3.9419933236419276,0.7164454600814908,76.58050583967058,28.377002822505244,32.31899614614717,-8.53024798837057,25
atoms 27 bonds 29_4163,[H]c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(C([H])([H])[H])c([H])c3Cl)c2[H])c([H])c(OC([H])([H])[H])c1[H],3.9496226722671537,0.7386870288373382,49.27391496305328,44.475472201723576,48.42509487399073,-8.1013126140156,27
atoms 26 bonds 28_3914,[H]c1nc(N([H])c2nc(C([H])([H])[H])c([H])c(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],3.951002498074118,0.7540738556110791,48.05040358931211,52.62234261002303,56.57334510809715,-8.81801984803265,26
atoms 27 bonds 29_804,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]2([H])F)c([H])c(N([H])C(=O)c2c(F)c([H])c(F)c([H])c2F)c1[H],3.955342891062074,0.31407843597604884,-33.66529363884811,-29.010916711139828,-25.055573820077754,-9.06169670643633,0
atoms 25 bonds 27_3660,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Br)c1F,3.9832382274665648,0.4662513804718042,35.78699662626233,32.54957993280339,36.532818160269954,-8.91657766700789,18
atoms 27 bonds 29_4391,[H]c1nc([H])c(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(N([H])[H])c([H])c3Cl)c2[H])nc1OC([H])([H])[H],3.990525874490217,0.7438192373831418,152.16269772202995,120.73720734690615,124.72773322139636,-8.44184934644812,25
atoms 24 bonds 26_2986,[H]Oc1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)C([H])([H])C3([H])C([H])([H])C3([H])[H])c2[H])c(Cl)c1[H],3.999172905494298,0.6302972954249703,35.2091102275722,21.228926004284965,25.228098909779263,-8.70471297992417,20
atoms 27 bonds 29_5272,[H]c1nnc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c3Cl)c2[H])s1,4.036289878220742,0.687942428763645,72.38401064219606,39.03633051796123,43.072620396181975,-8.35408277751662,23
atoms 25 bonds 27_1184,[H]c1nc(N([H])c2nc(C([H])([H])[H])c([H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],4.0428625908506035,0.6042307791513363,52.58221684491425,53.45621518286977,57.49907777372037,-8.36195125165714,23
atoms 26 bonds 28_23,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])[H])c([H])c2Cl)c1[H],4.051951763621432,0.4743806472639727,139.60622954763807,119.29321332162746,123.3451650852489,-9.03407431225482,14
atoms 24 bonds 26_3157,[H]c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(N([H])[H])c([H])c3Cl)c2[H])oc1[H],4.0620414828141325,0.6172656447383816,13.956619136373467,-9.267858362497284,-5.205816879683152,-8.56629249865908,19
atoms 28 bonds 31_3017,[H]c1nc(N([H])c2nc(N([H])[H])nc(C3([H])C([H])([H])C3([H])[H])c2[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])c1[H],4.066972270012911,1.0055855818057877,-192.66828267051383,-214.3965160476685,-210.3295437776556,-8.3440402529232,31
atoms 27 bonds 29_310,[H]c1nc(N([H])C(=O)[C@]2([H])C([H])([H])[C@]2([H])C#N)c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],4.096326232647243,0.3811798616412395,-11.616118353585344,-22.1588532623871,-18.062527029739858,-9.15517289557908,1
atoms 24 bonds 25_4314,[H]Oc1c([H])c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H],4.120246170567427,0.629797441438982,82.78746460285102,71.59218324275761,75.71242941332504,-9.18464198708752,20
atoms 28 bonds 30_3543,[H]OC([H])([H])c1c([H])c([H])nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(C([H])=C([H])[H])c([H])c3Cl)c2[H])c1[H],4.130081092248901,0.8008539091413839,79.65145367248083,59.99321773191886,64.12329882416776,-8.77721333186866,28
atoms 27 bonds 29_5532,[H]c1nc(N([H])c2nc(N([H])[H])nc(C([H])([H])C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C([H])([H])[H])c1[H],4.132106491530607,0.7366218190645736,-135.69655895862877,-158.82561660528557,-154.69351011375497,-8.943331142016,30
atoms 26 bonds 28_265,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])[H])c([H])c2Cl)c1[H],4.1347908194247935,0.44263821251086083,58.22158997652532,43.16580507195624,47.300595891381036,-9.1066823645766,8
atoms 23 bonds 24_2613,[H]c1nc(N([H])C(=O)C([H])([H])SC([H])([H])[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],4.137993667641524,0.4851802527012651,93.00454597422299,96.0813328525076,100.21932652014912,-8.41467699680765,16
atoms 24 bonds 25_5730,[H]c1nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2Cl)c1[H],4.1436956889658205,0.5987326352668942,88.93541969629668,89.05325621364948,93.1969519026153,-8.37622344912703,21
atoms 25 bonds 27_1183,[H]c1nc(N([H])c2nc([H])c(C([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],4.146830328904159,0.6283697316301158,66.59419366700905,67.62594606451256,71.77277639341672,-8.43998800816459,23
atoms 26 bonds 28_4112,[H]OC([H])([H])c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(F)c([H])c([H])c([H])c3Cl)c2[H])c([H])c([H])c1[H],4.156983788842432,0.7673153435184014,50.89400402569157,44.182265268812976,48.33924905765541,-9.51075713391894,24
atoms 26 bonds 28_3147,[H]c1nc(N([H])c2nc([H])c(C([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])[H])c([H])c2Cl)c1[H],4.163134889095957,0.7419172495587067,51.092331304795835,31.903012876314918,36.066147765410875,-8.6509492682686,25
atoms 26 bonds 28_2982,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(Cl)c([H])c2OC([H])([H])[H])c1[H],4.167686997392206,0.6216133041111128,16.07050103844792,8.333456622240611,12.501143619632817,-8.25701081947401,22
atoms 27 bonds 29_5133,[H]c1nc(N([H])c2nc(C([H])([H])C([H])([H])[H])nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C([H])([H])[H])c1[H],4.175727179597249,0.7527933197503497,-25.435520603947744,-26.725681188318564,-22.549954008721315,-9.09726943842286,31
atoms 27 bonds 29_380,[H]O[C@]1([H])C([H])([H])[C@@]([H])(C(=O)N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(OC([H])([H])[H])c([H])c3Cl)c2[H])C1([H])[H],4.179582179603827,0.4605165986063601,138.23258368986004,112.28787224765176,116.46745442725559,-9.06716734390286,14
atoms 26 bonds 27_2885,[H]C(=O)c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c(Cl)c1[H],4.1971696718852485,0.5661545590891119,117.03175699617381,106.9091921468723,111.10636181875755,-8.26530953815963,23
atoms 27 bonds 29_3170,[H]c1nc(N([H])c2nc(C(=O)N([H])[H])c([H])c([H])c2[H])c([H])c(N([H])C(=O)c2c([H])c(F)c([H])c([H])c2Cl)c1[H],4.200873633966655,0.8555265772291738,42.56252970165,28.587143530579457,32.78801716454611,-10.120320897515,24
atoms 27 bonds 29_4140,[H]OC([H])([H])c1c([H])nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(N([H])[H])c([H])c3Cl)c2[H])c([H])c1[H],4.201553113558354,0.7519781703028872,54.15987833295026,13.716347862957186,17.91790097651554,-8.68471523168588,26
atoms 30 bonds 32_268,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@]2([H])Cl)c([H])c(N([H])C(=O)c2c(Cl)c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2Cl)c1[H],4.21843371481409,0.4413788995251006,-5.253116324057942,-36.09202658239693,-31.873592867582843,-8.8989711102365,7
atoms 23 bonds 24_1064,[H]c1nc(N([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],4.2351351543713776,0.4325888613969489,85.09668264306005,89.90043563538119,94.13557078975256,-8.38400517019018,16
atoms 26 bonds 27_5529,[H]c1nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c(N([H])[H])c([H])c([H])c2Cl)c1[H],4.241037740340246,0.7833663324149432,77.19768859799781,57.469256965277296,61.71029470561754,-8.2070801862867,26
atoms 28 bonds 30_2734,[H]O[C@]1([H])C([H])([H])[C@]([H])(N([H])C(=O)N([H])c2nc([H])c([H])c(N([H])C(=O)c3c([H])c([H])c([H])c(Cl)c3F)c2[H])C1([H])[H],4.245869628168393,0.7872670844752695,120.91552507153938,96.11654107642417,100.36241070459256,-8.78808140102005,22
atoms 28 bonds 30_4293,[H]OC([H])([H])c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(OC([H])([H])[H])c([H])c3Cl)c2[H])c([H])c([H])c1[H],4.277449564901836,0.787488452909788,61.60299645673277,47.28803757882186,51.56548714372369,-8.67534464142003,28
atoms 28 bonds 30_858,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]2([H])F)c([H])c(N([H])C(=O)c2c(Cl)c([H])c(Cl)c([H])c2OC([H])([H])[H])c1[H],4.277490569730411,0.42490055543142363,7.707789343651679,6.4219995359104125,10.699490105640823,-8.47015382659099,4
atoms 24 bonds 26_596,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]2([H])F)c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2F)c1[H],4.282439503452121,0.3634983725674915,-13.396526086044208,-11.53383675718238,-7.251397253730259,-9.19559767070572,0
atoms 26 bonds 28_3944,[H]c1nc(C([H])([H])[H])nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3OC([H])([H])[H])c2[H])c1[H],4.283362809822982,0.7237351638681717,-24.44912882101727,-32.63412396094744,-28.35076115112446,-8.0453534772346,26
atoms 26 bonds 28_5270,[H]c1nc(N([H])c2nc(Cl)nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(Cl)c2F)c1[H],4.3224224576251515,0.9662610403307853,-62.13010219962521,-60.20107242113264,-55.87864996350749,-8.01184539263105,22
atoms 24 bonds 25_2832,[H]c1nc(N([H])C(=O)N([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C([H])([H])F)c([H])c2Cl)c1[H],4.337331856602475,0.4548445040848526,88.02864901058358,73.51507984062786,77.85241169723034,-8.09302825628173,17
atoms 24 bonds 26_3321,[H]c1nc(N([H])c2nn(C([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Br)c1[H],4.3522280478415425,0.5825893797085013,55.09981935640759,50.259831978180614,54.61206002602216,-8.4640164817499,21
atoms 27 bonds 29_998,[H]Oc1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)[C@@]3([H])C([H])([H])[C@@]3([H])C#N)c2[H])c(Cl)c1[H],4.365299029094757,0.4439032641929348,-31.181367806010417,-61.53177825821026,-57.1664792291155,-9.22510413234195,2
atoms 27 bonds 29_4382,[H]OC([H])([H])c1nc([H])c([H])c(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3OC([H])([H])[H])c2[H])n1,4.368260899394297,0.7417114425995226,-12.723901007018918,-27.03875252531238,-22.670491625918082,-8.71422488943648,27
atoms 30 bonds 32_817,[H]OC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C(=O)N([H])c1nc([H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C(=O)C([H])([H])[H])c([H])c2Cl)c1[H],4.373357719812267,0.4160422206475252,36.31745052932622,8.232862206937002,12.606219926749269,-8.37536698716199,9
atoms 29 bonds 31_3300,[H]c1nc(N([H])C(=O)C([H])([H])OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c(N([H])C(=O)c2c([H])c(C([H])([H])[H])c([H])c([H])c2Cl)c1[H],4.397109268887931,0.7893085306421912,144.0688442009472,147.0626365292084,151.45974579809632,-8.82366451979837,29
atoms 28 bonds 30_4133,[H]c1nc(N([H])c2nc(C(=O)N([H])C([H])([H])[H])c([H])c([H])c2[H])c([H])c(N([H])C(=O)c2c(F)c([H])c([H])c([H])c2Cl)c1[H],4.4058454197312,0.8112448187388409,79.13671769846317,63.476913918957216,67.88275933868842,-8.68295909132268,27
atoms 23 bonds 24_3302,[H]OC([H])([H])C([H])([H])C(=O)N([H])c1nc([H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Br)c1[H],4.438267377391725,0.41351190182951475,100.50607349411393,82.17431322243561,86.61258059982734,-9.3587976752687,16
atoms 24 bonds 26_202,[H]c1nc(N([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],4.442156746665592,0.46406370440730327,0.16725618941333664,-2.9271803642548804,1.5149763824107119,-8.7183723106398,18
atoms 26 bonds 28_1006,[H]Oc1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)[C@]3([H])C([H])([H])[C@@]3([H])C([H])([H])[H])c2[H])c(Cl)c1[H],4.451154964530191,0.41993601464289904,11.671703386325738,-5.956493320108968,-1.5053383555787772,-9.09947902516398,4
atoms 26 bonds 28_2608,[H]OC([H])([H])c1c([H])c([H])nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c([H])c([H])c3Br)c2[H])c1[H],4.459857344201556,0.6915890929331612,48.81273456535486,29.38711230679534,33.8469696509969,-8.72663326771304,24
atoms 26 bonds 28_3826,[H]c1nc(N([H])c2nc(C([H])([H])[H])nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C([H])([H])[H])c1[H],4.461655376134942,0.6961259253742176,-35.26532736724658,-40.7789726425934,-36.31731726645846,-8.64391302845399,28
atoms 26 bonds 28_4386,[H]c1nc(N([H])c2nc(N([H])[H])nc(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2C([H])([H])[H])c1[H],4.4642552789819945,0.6852760342607378,-146.3055419200522,-169.69680559793017,-165.23255031894817,-8.95901352680735,27
atoms 27 bonds 29_3428,[H]c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c(Cl)c([H])c(N([H])[H])c([H])c3Cl)c2[H])c([H])c(OC([H])([H])[H])c1[H],4.476518706873803,0.8238408214088203,32.71568081477881,7.691008532192891,12.167527239066693,-9.21951221022846,26
atoms 25 bonds 27_666,[H]c1nc(N([H])c2nc([H])c([H])c(C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],4.477952340410866,0.6187438451861785,61.39474510225581,62.77946672741527,67.25741906782613,-8.28569303566398,23
atoms 25 bonds 26_2849,[H]c1nc(N([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C([H])([H])[H])c([H])c2Cl)c1[H],4.483369479775547,0.5647813133578513,102.45561655342499,92.92777170335674,97.41114118313229,-8.63295816347431,23
atoms 26 bonds 28_644,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])OC2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C([H])([H])F)c([H])c2Cl)c1[H],4.505857832120313,0.4496803557236416,226.80131061278485,214.6378626556226,219.1437204877429,-8.19427112655436,10
atoms 30 bonds 33_3386,[H]OC([H])([H])C([H])([H])N([H])c1nc(N([H])c2nc([H])c([H])c(N([H])C(=O)c3c([H])c([H])c([H])c([H])c3Cl)c2[H])c([H])c(C2([H])C([H])([H])C2([H])[H])n1,4.511273134158046,1.0608584727622454,-175.09545495023036,-197.86441695150083,-193.35314381734278,-10.2343221246083,35
